"i","Mg.T","Mg.free","Mg.free.NTP","Mg.free.WMCM"
1,0.450436166589152,0.0036375565834479,0.00373446546128592,0.126269164862178
1,0.466110144399651,0.00387765209928978,0.00386238845345451,0.130686864096983
1,0.482329534853775,0.00398182002821902,0.00406685468026731,0.135259958659209
1,0.499113316857545,0.00416190689148644,0.00411862587157698,0.139993972204659
1,0.516481129732316,0.00428215922509463,0.00440581375843316,0.144894628619002
1,0.534453296195471,0.00442959724496564,0.0045387210165949,0.149967859530564
1,0.553050846140781,0.00457778136145984,0.00467484487903798,0.155219812120781
1,0.572295541246258,0.00465632614385816,0.00481420140041135,0.160656857245009
1,0.592209900438296,0.00494418883242602,0.00495680080484095,0.166285597876924
1,0.612817226241897,0.00509046848963008,0.00510264687166294,0.172112877890396
1,0.634141632047809,0.00525647256048888,0.00525173627478701,0.178145791193345
1,0.656208070328501,0.0054524300078407,0.00553809167352143,0.184391691228726
1,0.67904236183596,0.00564861146314476,0.00570063512914146,0.190858200858539
1,0.70267122581551,0.00574869930603677,0.00590165389190609,0.19755322264745
1,0.727122311270986,0.00605945099808091,0.00615518979470354,0.204484949563384
1,0.752424229317845,0.00618129665987273,0.00640385245933298,0.211661876113268
1,0.778606586662091,0.00640576161866171,0.00656222706502306,0.219092809932919
1,0.80570002024417,0.00661347277918791,0.006888653125172,0.229057739542842
1,0.833736233088384,0.00689831452025471,0.00698220797812324,0.237114998577618
1,0.862748031399765,0.00710445568136841,0.00731458169310112,0.245458643400756
1,0.892769362951824,0.00747303173750084,0.0076041403496151,0.254099052510665
1,0.923835356810091,0.00764741973806787,0.00781550190981553,0.263046993448622
1,0.955982364437928,0.00802335973167904,0.00819360688030615,0.272313638172065
1,0.989248002232717,0.00824927659620656,0.00843262155817719,0.281910579078536
1,1.02367119554219,0.00852365070106953,0.00879662226600022,0.291849845709641
1,1.05929222421241,0.0088191431554101,0.00904642961814953,0.302143922165836
1,1.0961527697207,0.0091859262710224,0.00935510147195106,0.312805765264176
1,1.13429596394868,0.00952105175232332,0.00968374057180259,0.323848823472741
1,1.17376643965248,0.00983499248663393,0.0100446086273106,0.335287056656911
1,1.21461038268914,0.0102722279643859,0.010507427113473,0.347134956674338
1,1.25687558606043,0.0106121062774062,0.0107908761443377,0.359407568857094
1,1.30061150583713,0.011029998404179,0.0112520281951848,0.372120514421221
1,1.34586931902948,0.0114337731886656,0.0116771494037712,0.385290013845734
1,1.39270198347123,0.0117654432759146,0.0120533154037589,0.398932911264986
1,1.44116429978758,0.0122434911621137,0.0125806678063976,0.413066699920242
1,1.49131297551937,0.0127437617093403,0.012930208035296,0.42770954871837
1,1.54320669147873,0.0130471003658699,0.0134981754688475,0.442880329947581
1,1.59690617041359,0.0136056747612973,0.0139876164491683,0.458598648202381
1,1.65247424806162,0.0141636100052919,0.014361372206869,0.47488487057206
1,1.7099759466767,0.0145486154583026,0.0149253860374142,0.491760158149428
1,1.76947855111375,0.0152155190305174,0.0155384605798031,0.509246498918803
1,1.83105168756131,0.0158007582455958,0.016188115680923,0.527366742084775
1,1.89476740501366,0.0162438658053269,0.0167318045728985,0.546144633905747
1,1.96070025957799,0.0169205181551274,0.0172910747789968,0.565604855098853
1,2.02892740171531,0.0175564726165165,0.018018187217818,0.585773059885513
1,2.09952866651695,0.0182271771305323,0.0186798296220273,0.606675916749592
